countries,Year,(Territorial & Low GHG with VOLY) scenario [%],(Territorial & Low GHG with VSL) scenario [%],(Territorial & Central GHG with VOLY) scenario [%],(Territorial & Central GHG with VSL) scenario [%],(Territorial & High GHG with VOLY) scenario [%],(Territorial & High GHG with VSL) scenario [%],(Residential & Low GHG with VOLY) scenario [%],(Residential & Low GHG with VSL) scenario [%],(Residential & Central GHG with VOLY) scenario [%],(Residential & Central GHG with VSL) scenario [%],(Residential & High GHG with VOLY) scenario [%],(Residential & High GHG with VSL) scenario [%],(Footprint & Low GHG with VOLY) scenario [%],(Footprint & Low GHG with VSL) scenario [%],(Footprint & Central GHG with VOLY) scenario [%],(Footprint & Central GHG with VSL) scenario [%],(Footprint & High GHG with VOLY) scenario [%],(Footprint & High GHG with VSL) scenario [%]
Romania,1998,138.07384425563833,337.7541939843457,153.3577214603125,353.0380711890199,305.8325916688476,505.512941397555,,,,,,,,,,,,
Sweden,1998,2.4645956675022496,5.5128030625991595,2.9191471879722415,5.967354583069151,7.453839737422872,10.502047132519781,,,,,,,,,,,,
Slovenia,1998,49.29917387260799,147.77237885527128,52.172798307774734,150.64600329043802,80.84062303003347,179.31382801269675,,,,,,,,,,,,
Slovakia,1998,78.9519808151944,195.08371373279957,87.61354254984312,203.7452754674483,174.02293223598147,290.1546651535866,82.13906379353588,198.27079671114106,92.92534751374558,209.05708043135073,200.53136843679,316.66310135439517,83.5851594569141,199.7168923745193,95.33550695270928,211.46723987031444,212.55921173218974,328.6909446497949
Belgium,1999,20.803334696889408,53.61071579389173,23.327504058477736,56.13488515548006,48.50909840384701,81.31647950084934,,,,,,,,,,,,
Bulgaria,1999,279.0538291837181,714.3454212536316,293.00151997750777,728.2931120474212,432.14634003936146,867.4379321092749,,,,,,,,,,,,
Cyprus,1999,21.391316713754343,29.0772130124596,24.77291898209313,32.45881528079839,58.508427325758646,66.19432362446392,,,,,,,,,,,,
Czechia,1999,64.13190837206486,146.33554389362652,73.34567130735444,155.54930682891612,165.26392535226717,247.46756087382886,,,,,,,,,,,,
Germany,1999,9.563345408792511,23.680180425689983,11.6498375718628,25.76667258876027,32.46508081773069,46.581915834628155,,,,,,,,,,,,
Denmark,1999,7.0719163770474225,14.089015255243243,9.128762089594609,16.145860967790426,29.64824669810106,36.66534557629688,7.552619298733141,14.569718176928959,9.929933625737473,16.947032503933293,33.646474173709265,40.66357305190508,7.959478648289145,14.976577526484963,10.608032541664146,17.625131419859965,37.03051066842904,44.047609546624855
Estonia,1999,52.917066119218035,77.57282975457287,63.740402966579744,88.39616660193457,171.71607294383102,196.37183657918587,,,,,,,,,,,,
Greece,1999,26.67479515752963,53.909742844872746,30.284782688354216,57.51973037569733,66.29870591253284,93.53365359987595,,,,,,,,,,,,
Spain,1999,19.765493014874362,49.21295930037954,22.07040308213717,51.51786936764234,45.06462494363991,74.5120912291451,,,,,,,,,,,,
Finland,1999,5.962953843487031,11.275421217970942,7.527832093668254,12.840299468152164,23.13935558952378,28.45182296400769,,,,,,,,,,,,
France,1999,13.156252551072484,32.45372591986147,14.701555037369761,33.99902840615875,30.11778698400213,49.415260352791115,,,,,,,,,,,,
Croatia,1999,71.6514590361989,168.64251913176759,75.02390586485146,172.01496596042014,108.66807779831402,205.6591378938827,,,,,,,,,,,,
Hungary,1999,72.70140545307243,206.42119071418173,79.65675819991704,213.37654346102636,149.04468203153337,282.76446729264273,73.36045141546174,207.08023667657108,80.75516813723254,214.47495339834188,154.5262706710889,288.24605593219826,74.76215731966263,208.48194258077197,83.09134464423406,216.81112990534342,166.18490390602975,299.90468916713905
Ireland,1999,14.991856845258944,30.58534653655277,18.307274350283702,33.90076404157753,51.38251088850691,66.97600057980073,,,,,,,,,,,,
Italy,1999,20.8667595228522,56.6357565701215,22.767601810578146,58.536598857847444,41.730766538129835,77.49976358539914,,,,,,,,,,,,
Lithuania,1999,23.240711687377942,55.991843504367345,28.931129572593107,61.68226138958251,85.69982228462054,118.45095410160995,,,,,,,,,,,,
Latvia,1999,104.26258770772134,177.02421161678515,105.57876889891722,178.34039280798103,118.70924316346658,191.4708670725304,,,,,,,,,,,,
Malta,1999,11.473710075110075,23.07135262885263,14.563347992747994,26.16099054649055,45.38616436156436,56.983806915306914,11.899898107744107,23.497540661486664,15.27366138047138,26.871303934213937,48.93096641077441,60.52860896451696,14.549944727790729,26.147587281533287,19.69040574721575,31.288048300958305,70.97262401243201,82.57026656617457
Netherlands,1999,10.999773504919432,27.245497485570702,13.277043946130613,29.522767926781878,35.995527633451665,52.24125161410292,11.22950901243268,27.47523299308395,13.659936458652695,29.90566043930396,37.90634360070471,54.15206758135598,10.871135393080134,27.1168593737314,13.062647093065113,29.308371073716383,34.925585242915275,51.17130922356654
Norway,1999,4.155245410822881,8.172698822024035,5.219697302289136,9.23715071349029,15.838872124297732,19.856325535498886,,,,,,,,,,,,
Poland,1999,67.43341616017408,152.0504722257388,77.17293670837684,161.78999277394158,174.33624884401866,258.9533049095834,,,,,,,,,,,,
Portugal,1999,27.292086113844682,60.42201004570944,29.860545261711007,62.99046919357576,55.48398295113931,88.61390688300406,27.888536843072053,61.01846077493681,30.854629810423294,63.98455374228805,60.44493822280823,93.57486215467299,29.527250156166257,62.65717408803102,33.585818665580305,66.71574259744506,74.0748711761632,107.20479510802797
Romania,1999,129.16060048388817,332.19378491288825,143.77762237745648,346.8108068064565,289.5998169823404,492.6330014113405,,,,,,,,,,,,
Sweden,1999,2.133428956978286,4.845172884959221,2.503108615116427,5.214852543097362,6.1911032998755005,8.902847227856437,,,,,,,,,,,,
Slovenia,1999,42.94306654575433,128.52253463667412,45.492373058532564,131.07184114945235,70.92474041220116,156.50420850312094,,,,,,,,,,,,
Slovakia,1999,79.06963351796722,194.2207519945071,88.00237612535291,203.1534946018928,177.117117851415,292.26823632795487,82.11605760034023,197.2671760768801,93.07974959597462,208.2308680725145,202.455629266708,317.60674774324787,82.84363995542142,197.9947584319613,94.29238685444327,209.44350533098316,208.50726663278013,323.65838510931997
Belgium,2000,18.018407318692358,47.07898040576278,20.42971674498901,49.490289832059425,44.485398878757955,73.54597196582837,,,,,,,,,,,,
Bulgaria,2000,240.80371655124654,645.3161718144045,252.5485948060942,657.061050069252,369.7177373961219,774.2301926592797,,,,,,,,,,,,
Cyprus,2000,18.909606871147474,25.77140447587139,22.117250652499862,28.979048257223777,54.11731599503915,60.97911359976307,,,,,,,,,,,,
Czechia,2000,58.659928852422325,132.70847037183455,67.63383183977922,141.68237335919142,157.15919735650616,231.20773887591838,,,,,,,,,,,,
Germany,2000,8.984632113755222,21.787129646482605,11.055748458719163,23.858245991446548,31.71759961443087,44.52009714715825,9.064723530626479,21.867221063353863,11.189234153504591,23.99173168623198,32.38375679602672,45.1862543287541,9.616477524054924,22.418975056782305,12.108824142551999,24.911321675279385,36.97294874136808,49.77544627409546
Denmark,2000,5.952379847330131,11.884166633055852,7.773686040352076,13.705472826077797,25.94338353740434,31.875170323130064,6.536005384682793,12.467792170408513,8.746395269273181,14.678182054998901,30.797665784591565,36.72945257031729,6.936506625848719,12.868293411574442,9.413897337883057,15.345684123608777,34.128818965082765,40.060605750808485
Estonia,2000,43.221989613714435,63.930863844059886,51.91570923261391,72.62458346295936,138.64591209734917,159.3547863276946,,,,,,,,,,,,
Greece,2000,26.232305383420996,54.05733514296106,29.878737064262534,57.703766823802596,66.25623407075312,94.0812638302932,,,,,,,,,,,,
Spain,2000,17.195071647184307,43.56316304582381,19.398501374081388,45.76659277272089,41.38033603050702,67.74842742914652,,,,,,,,,,,,
Finland,2000,5.10593950909544,9.704917297459726,6.515575090514651,11.114552878878937,20.57836815276821,25.177345941132494,,,,,,,,,,,,
France,2000,10.853910986111721,28.02408261398567,12.348087676663837,29.518259304537786,27.254278946695663,44.424450574569605,,,,,,,,,,,,
Croatia,2000,57.43602334401415,135.02834955491875,60.80638783232944,138.39871404323404,94.42978594195107,172.02211215285567,,,,,,,,,,,,
Hungary,2000,58.12116747953199,164.33094717448793,64.20978260292554,170.41956229788147,124.95096681011348,231.16074650506943,58.592452563228825,164.80223225818474,64.99525774242024,171.2050374373762,128.87086179197283,235.08064148692878,60.405009722396244,166.6147894173522,68.01618634103261,174.22596603598856,143.94673403647647,250.15651373143243
Ireland,2000,12.004200434488867,24.55396970467845,14.986446522568258,27.536215792757844,44.73790154412219,57.287670814311774,,,,,,,,,,,,
Italy,2000,17.583961639544786,48.736051100395336,19.405433490542066,50.557522951392606,37.57678362311016,68.7288730839607,,,,,,,,,,,,
Lithuania,2000,14.61640851415151,35.66649403239898,17.99944914513815,39.04953466338562,51.749306868552466,72.79939238679994,,,,,,,,,,,,
Latvia,2000,80.59123641439709,133.71037071232465,79.78427280099163,132.90340709891916,71.73385008630376,124.85298438423132,,,,,,,,,,,,
Malta,2000,9.63296192548273,19.251231710633668,12.245606744628773,21.86387652977971,38.309849107061915,47.92811889221286,9.990954585259724,19.60922437041066,12.842261177590428,22.460530962741366,41.287438848699125,50.90570863385007,13.04486402230079,22.663133807451725,17.93211023932554,27.55038002447648,66.68820940440577,76.30647918955671
Netherlands,2000,9.662843519680004,23.68677997265529,11.759847349266716,25.783783802242,32.67995698252461,46.70389343549989,9.870672938332813,23.894609391308098,12.106229713688062,26.13016616666335,34.40856992497019,48.43250637794548,9.28627336045017,23.310209813425455,11.132230417216988,25.156166870192276,29.547849626390743,43.571786079366035
Norway,2000,3.2460053439023415,6.457263286351471,4.067499868844511,7.27875781129364,12.262885724815197,15.474143667264325,,,,,,,,,,,,
Poland,2000,52.10508286855534,116.35607628338971,60.19986714105706,124.45086055589142,140.95497690720524,205.2059703220396,,,,,,,,,,,,
Portugal,2000,16.763316456721363,44.63245932621264,19.397497856938163,47.266640726429436,45.676593254339075,73.54573612383035,16.917895823124198,44.787038692615475,19.65513013427622,47.52427300376749,46.962301000292804,74.83144386978408,19.140545619408726,47.0096884889,23.3595464614171,51.228689330908374,65.44910248050063,93.3182453499919
Romania,2000,98.28255398091879,267.7130416604056,109.5925440042961,279.02303168378296,222.4231587613222,391.8536464408091,,,,,,,,,,,,
Sweden,2000,1.8149448354078532,4.217333731018344,2.111634644256029,4.514023539866519,5.071468689669974,7.473857585280465,,,,,,,,,,,,
Slovenia,2000,40.97481154078329,122.94602357912451,43.38889343662539,125.36010547496662,67.47223425466919,149.4434462930104,,,,,,,,,,,,
Slovakia,2000,70.74918757788387,176.63282490586937,78.18836378416283,184.0720011121483,152.40300260394568,258.2866399319312,73.3962557648588,179.27989309284428,82.60014409578768,188.48378142377317,174.4198872067211,280.30352453470664,74.83428364449665,180.71792097248215,84.99685722851746,190.88049455650292,186.38062703101062,292.2642643589961
Belgium,2001,16.71754334444676,44.08653766793563,19.034221543201443,46.40321586669032,42.14584452601605,69.51483884950493,,,,,,,,,,,,
Bulgaria,2001,199.98699793150712,537.7088686601321,212.1131502203668,549.8350209489918,333.08595519732415,670.8078259259493,,,,,,,,,,,,
Cyprus,2001,16.99121360177197,23.130768368252763,19.95128168819864,26.090836454679433,49.481484740883744,55.621039507364536,,,,,,,,,,,,
Czechia,2001,46.30791827377776,111.4022247230045,54.228944781864385,119.32325123109113,133.25061399349053,198.34492044271727,,,,,,,,,,,,
Germany,2001,8.552389253316395,20.620636327064172,10.573032888876615,22.641279962624395,30.73135868172738,42.799605755475156,8.69426138595607,20.76250845970385,10.809486443276073,22.877733517023852,31.91137451511135,43.97962158885913,9.172560469056958,21.240807542804735,11.606651581777552,23.674898655525332,35.88960815868062,47.9578552324284
Denmark,2001,5.737958003885994,11.352665513329304,7.524567985325375,13.139275494768688,25.348129466827785,30.962836976271095,6.284854205474079,11.899561714917391,8.436061654638852,14.050769164082164,29.89691692130646,35.51162443074977,6.642793813918941,12.257501323362254,9.032627668713623,14.647335178156936,32.8740654105939,38.48877292003721
Estonia,2001,36.65865104263572,54.73794256558515,44.45454977029096,62.5338412932404,122.22792041047073,140.30721193342015,,,,,,,,,,,,
Greece,2001,19.336948009708674,46.39135272198999,22.789360328738752,49.84376504102006,57.2312832257293,84.28568793801061,,,,,,,,,,,,
Spain,2001,14.881553208947878,38.438369717243965,16.899119626872167,40.45593613516825,37.026746510450174,60.58356301874627,,,,,,,,,,,,
Finland,2001,5.208178412893768,9.733145691014187,6.67183462054374,11.196801898664159,21.273547739718452,25.79851501783887,,,,,,,,,,,,
France,2001,10.094440175789885,26.122633912885192,11.508122522688858,27.536316259784165,25.611286888180988,41.6394806252763,,,,,,,,,,,,
Croatia,2001,48.96121257765592,121.94723217914753,52.02225308020685,125.00827268169846,82.55977618898876,155.54579579048038,,,,,,,,,,,,
Hungary,2001,47.31486421086133,132.93327946324874,52.5229456733469,138.1413609257343,104.47975835861956,190.09817361100696,47.88443426095056,133.50284951333796,53.47222909016228,139.09064434254967,109.21713464825065,194.83554990063806,49.636297610330445,135.25471286271784,56.39200133912876,142.01041659151613,123.78818853833093,209.40660379071835
Ireland,2001,10.610688368831969,21.68266846535156,13.37076591868896,24.442746015208552,40.905825285119406,51.977805381638994,,,,,,,,,,,,
Italy,2001,15.782660069480443,44.60211389104272,17.48966481468815,46.30911863625043,34.51906929664128,63.33852311820355,,,,,,,,,,,,
Lithuania,2001,14.822458857193038,34.31547732827891,18.815802972644644,38.308821443730515,58.65416450536423,78.1471829764501,,,,,,,,,,,,
Latvia,2001,75.10701761179382,125.31189513995562,74.40001492362178,124.60489245178358,67.34682143923878,117.55169896740058,,,,,,,,,,,,
Malta,2001,10.1160688643084,20.22386494359873,12.897590274887746,23.005386354178075,40.64657768042931,50.75437375971964,10.405498840214653,20.513294919504983,13.379973568064834,23.487769647355165,43.05390001971306,53.1616960990034,13.27861898039645,23.38641505968678,18.1685071350345,28.276303214324827,66.9509627729712,77.05875885226152
Netherlands,2001,8.943585899008262,21.733748219166145,10.920677496311331,23.71083981646921,30.64451985988242,43.434682180040305,9.135918622031165,21.926080942189046,11.241232034682836,24.031394354840717,32.244239651374514,45.03440197153239,8.485009746188373,21.275172066346254,10.156383908278185,22.946546228436066,26.83033090626939,39.62049322642727
Norway,2001,3.0355460732660275,6.066903737469607,3.8063253262024173,6.8376829904059955,11.49576596859164,14.527123632795218,,,,,,,,,,,,
Poland,2001,43.7794011946394,99.82408411950905,51.00580807210875,107.05049099697838,123.09781954019586,179.14250246506552,,,,,,,,,,,,
Portugal,2001,15.23179785232922,41.03155997495857,17.513896117842016,43.31365824047137,40.280543099981585,66.08030522261093,15.6863690411195,41.48613116374885,18.271514765825813,44.071276888455166,44.061420924205486,69.86118304683482,17.924125329095933,43.72388745172528,22.001108579119865,47.80087070174922,62.67387004959676,88.4736321722261
Romania,2001,85.42593879309581,229.53070674469913,95.8549901314915,239.9597580830948,199.8971927692962,344.00196072089955,,,,,,,,,,,,
Sweden,2001,1.8467865524194667,4.286671214621966,2.1578083637526357,4.597693025955135,5.260621195862112,7.700505858064612,,,,,,,,,,,,
Slovenia,2001,36.95630137940824,109.96727607090166,39.44776556511865,112.45874025661209,64.30308684637255,137.314061537866,,,,,,,,,,,,
Slovakia,2001,66.21128485390928,166.06549186107787,73.69607067394959,173.5502776811182,148.36571968816133,248.21992669532995,68.51198190081055,168.36618890797916,77.53056575211839,177.38477275928696,167.5016760782608,267.3558830854294,69.86608482095208,169.7202918281207,79.78740395235427,179.64161095952286,178.7643733822951,278.6185803894637
Belgium,2002,15.725981127946367,40.97567951323283,17.959392995723057,43.209091381009515,40.24033520044764,65.4900335857341,,,,,,,,,,,,
Bulgaria,2002,184.94130514981435,492.47326429915955,195.28130755279403,502.81326670213923,298.4351410491867,605.967100198532,,,,,,,,,,,,
Cyprus,2002,15.885158885697969,21.77854222082447,18.797427463605594,24.690810798732095,47.85077351463638,53.74415684976288,,,,,,,,,,,,
Czechia,2002,38.91914323326259,93.2633845912576,45.61057822162087,99.95481957961589,112.36560822452843,166.70984958252345,,,,,,,,,,,,
Germany,2002,8.209512375484506,19.605344601477626,10.226302765454115,21.622134991447236,30.346187846341422,41.74202007233454,8.265503122371845,19.661335348364968,10.319620676933015,21.715452902926135,30.811888661721838,42.207720887714956,8.632845296593452,20.028677522586573,10.931857633969027,22.32768985996215,33.86724261873965,45.26307484473278
Denmark,2002,5.509132161612351,10.833239755652022,7.253377070195248,12.57748466423492,24.654296515343667,29.978404109383337,6.055152938450928,11.3792605324906,8.163411698259543,13.487519292299217,29.195802659207388,34.51991025324706,6.417316410704397,11.741424004744069,8.767017485348658,14.09112507938833,32.20808296810927,37.532190562148934
Estonia,2002,30.726563099225324,45.98068932324291,37.54741013218111,52.80153635619871,105.5934793419068,120.84760556592438,,,,,,,,,,,,
Greece,2002,17.80993236421209,42.67394165818349,21.015482783639868,45.87949207761127,52.994664348883646,77.85867364285505,,,,,,,,,,,,
Spain,2002,14.472431985372596,37.38609945314001,16.469328718354433,39.382996186121844,36.39075088786368,59.30441835563109,,,,,,,,,,,,
Finland,2002,5.0247212067130915,9.39237501447948,6.485317693924006,10.852971501690394,21.056506459194807,25.424160266961195,,,,,,,,,,,,
France,2002,9.36038768387528,24.168897546650175,10.686766759959667,25.495276622734565,23.918977066611077,38.727486929385975,,,,,,,,,,,,
Croatia,2002,40.306834085504086,108.06412057563661,43.18132061596874,110.93860710610129,71.85774576512802,139.61503225526056,,,,,,,,,,,,
Hungary,2002,34.073839127265835,93.25155030025321,38.3709301899072,97.54864136289459,81.2395291243532,140.41724029734058,34.49311507253042,93.6708262455178,39.06972343201483,98.24743460500223,84.72684016115704,143.9045513341444,35.90085002468083,95.07856119766821,41.41594835226552,100.59365952525292,96.43561976316997,155.61333093615735
Ireland,2002,8.632718420030942,17.102806143637828,11.050086211815504,19.520173935422388,35.16620775366624,43.63629547727313,,,,,,,,,,,,
Italy,2002,14.46472977204594,43.234906454458475,16.118382282686675,44.888558965099215,32.615534710269266,61.385711392681806,,,,,,,,,,,,
Lithuania,2002,13.969062877393043,31.739360297756924,17.933808774326383,35.70410619469027,57.48686903182805,75.25716645219194,,,,,,,,,,,,
Latvia,2002,70.29048245105078,115.75352877949001,70.33443320188422,115.79747953032344,70.7728942637702,116.23594059220943,,,,,,,,,,,,
Malta,2002,9.645484275137632,19.08560792254635,12.36353780927672,21.80366145668544,39.47935759033095,48.91948123773967,9.87095197177751,19.31107561918623,12.739317303676517,22.179440951085237,41.354676210002324,50.79479985741104,12.950190091121938,22.390313738530658,17.871380835917233,27.311504483325955,66.96611707566073,76.40624072306946
Netherlands,2002,8.380334588346102,20.112363160173764,10.261388938753276,21.99341751058094,29.027145434481987,40.75917400630965,8.55818920449897,20.29021777632663,10.557813299008055,22.28984187083572,30.506444146610605,42.23847271843827,7.996027061212802,19.728055633040466,9.62087639353111,21.352904965358775,25.830682827849472,37.562711399677134
